current_ratio,debt_to_equity,interest_coverage,ebitda_margin,revenue_growth_yoy,cash_burn_rate,working_capital_ratio,gross_margin,risk_tier
0.99823,-0.077194,-0.059087,-0.042425,0.024275,71.897,-0.00070864,-0.077194,1
4.2765,-0.0042443,-0.0090257,0.025155,0.0026877,-20.285,0.5102,-0.0042443,1
1.8934,0.050493,0.13674,0.051504,0.13969,1.9181,0.39063,0.048494,1
0.60502,-0.14904,-0.065928,-0.071187,-0.094222,352.93,-0.36498,-0.15744,1
12.55,0.24997,0.28459,0.28109,0.26911,-297.61,0.74432,0.24997,1
0.98568,-0.020118,-0.034261,-0.016198,-0.037812,40.124,-0.0131,-0.020118,1
4.5037,0.35176,0.15336,0.40586,0.14095,-500.96,0.51725,0.35176,1
2.6618,0.13592,0.28644,0.1541,0.20909,-11.736,0.50889,0.1341,1
5.2816,0.22887,0.20136,0.28963,0.20257,-222.88,0.70244,0.22887,1
2.5886,0.063068,0.14165,0.070388,0.14063,11.033,0.5561,0.053513,1
0.8589,-0.016933,-0.05572,-0.0085853,-0.043676,67.783,-0.12531,-0.016933,1
2.5411,0.10311,0.21229,0.11669,0.2098,-55.934,0.38908,0.10105,1
4.3676,0.019904,0.046597,0.035748,0.042626,-55.733,0.72181,0.019904,1
2.4953,-0.0495,-0.12167,-0.037061,-0.20298,-22.224,0.52923,-0.050003,1
0.80813,0.062262,0.1058,0.078748,0.10077,150.44,-0.1622,0.060975,1
0.199897,0.1902,0.063074,0.29431,0.066076,323.27,-0.212,0.1902,1
32.46850000000019,-0.20122,-0.023856,-0.20087,-0.027468,-2254.1,0.8898208000000005,-0.20122,1
3.3508,0.17868,0.24154,0.22973,0.25202,-56.105,0.31599,0.17868,1
7.1001,-0.015739,-0.04374,-0.01155,-0.27349,-97.982,0.82888,-0.015866,1
5.2188,0.34918,0.22032,0.41576,0.22141,-298.63,0.53336,0.34918,1
0.90133,-0.047372,-0.10257,-0.035384,-0.1088,71.735,-0.099149,-0.047475,1
1.673,0.0058739,0.0071825,0.03173,-0.0086214,-12.208,0.18711,0.0058739,1
1.9565,0.073734,0.099001,0.032094,0.0055482,-64.7,0.3171,0.032094,1
14.348,0.21758,0.35115,0.255,0.20147,-109.97,0.63951,0.21758,1
2.0214,0.1012,0.11778,0.1396,0.12933,-3.942,0.26212,0.1012,1
2.4989,0.023845,0.055884,0.024549,0.11293,-3.7451,0.5983,0.023747,1
0.86845,0.012225,0.024523,0.015919,0.054956,71.267,-0.13435,0.010929,1
0.76267,0.046496,0.030334,0.083072,0.048406,70.386,-0.072264,0.046496,1
1.4613,0.039414,0.12583,0.046166,0.11385,-16.318,0.30113,0.038225,1
10.25,0.39176,0.63261,0.41103,0.61622,-63.008,0.57255,0.39176,1
6.2173,-0.10643,-0.053693,-0.018563,-0.054709,-22.876,0.30794,-0.10643,1
7.5751,-0.17589,-0.13071,-0.14144,-0.31909,-161.6,0.78464,-0.1922,1
1.7547,0.12454,0.49218,0.12314,0.023895,0.705,0.26908,0.11706,1
11.969,0.030908,0.019155,0.10511,0.054392,-63.176,0.4636,0.030908,1
3.8549,0.30351,0.58678,0.34751,0.31546,-93.698,0.5578,0.30351,1
1.0287,0.012029,0.035888,0.016787,0.02527,10.545,0.026309,0.012,1
13.336,0.10119,0.05413,0.044005,0.13686,-90.546,0.77629,0.044005,1
1.0411,0.096109,0.11029,0.11999,0.12162,69.774,0.013651,0.083265,1
2.8262,0.046351,0.14402,0.069578,0.14522,-6.0881,0.43372,0.042055,1
4.5981,-0.019196,-0.051745,-0.016156,-0.087124,-48.623,0.77142,-0.019196,1
2.2971,0.050943,0.15898,0.066898,0.11279,-37.224,0.52244,0.050943,1
32.46850000000019,0.031477,0.017009,0.03804,0.03008,-630.43,0.8898208000000005,0.031476,1
22.913,-0.7196366,-0.15101,-0.5750552000000001,-0.18801,-809.87,0.71722,-0.7135836,1
0.41262,-0.30873,-0.5728268000000001,-0.29857,-0.5391808,104.24,-1.00064,-0.30875,1
1.2228,0.09336,0.11515,0.091792,0.10088,-48.659,0.18214,0.091792,1
1.7919,0.1469,0.12886,0.21574,0.13967,69.166,0.20736,0.1469,1
1.2451,-0.052184,-0.061824,-0.029863,0.0,122.95,0.1795,-0.029863,1
6.2804,0.14422,0.28694,0.14675,0.28756,-108.25,0.82956,0.14232,1
2.5015,-0.049788,-0.054296,-0.0090468,-0.098704,-36.193,0.39491,-0.049788,1
2.0593,0.088867,0.13814,0.097635,0.15096,-19.798,0.19277,0.083542,1
2.5199,0.029923,0.025468,0.092368,0.033366,-29.398,0.30355,0.029923,1
1.4373,-0.01162,-0.020335,0.076775,-0.010288,-28.461,0.033325,-0.061592,1
1.116,0.014291,0.032216,0.013135,0.03282,40.064,0.10157,0.010332,1
2.1089,0.0010421,0.0021132,0.037016,-0.010079,-26.893,0.24046,0.0010421,1
1.9051,0.013766,0.014088,0.048237,-0.18925,-44.562,0.27714,0.0068614,1
2.184,0.019596,0.033305,0.030191,0.14699,12.011,0.48153,0.017201,1
5.8345,-0.64094,-0.2492,-0.25699,-0.24578,-40.774,0.054967,-0.64094,1
0.8572,-0.089268,-0.20128,-0.072682,-0.12643,48.971,-0.078758,-0.092946,1
2.2493,0.084817,0.071949,0.11826,0.096623,-32.617,0.123,0.068843,1
3.1291,-0.013841,-0.012746,0.049691,-0.018666,-81.176,0.33767,-0.013841,1
1.6836,0.14688,0.27841,0.17888,0.2333,-50.109,0.2261,0.14688,1
1.4454,-0.22279,-0.33201,-0.11139,0.00016768,-7.4318,0.23084,-0.11139,1
0.31812,-0.13171,-0.46596,-0.1297,-0.458,225.58,-1.00064,-0.13221,1
1.0833,-0.017561,-0.063567,0.045879,-0.11143,7.3986,0.044101,-0.024204,1
11.882,0.3004,0.6912076000000001,0.31608,0.6873924000000006,-159.59,0.84506,0.3004,1
1.6934,0.003262,0.0051756,0.017032,-0.037459,-13.169,0.30685,0.0023005,1
0.4011,0.01085,0.0097277,0.10705,0.046699,140.97,-0.25404,0.01085,1
3.7697,-0.035719,-0.040338,-0.016907,-0.047725,-85.32,0.57135,-0.035719,1
2.4958,-0.048451,-0.032946,0.081826,-0.011533,31.679,0.30349,-0.048451,1
1.3551,0.018655,0.030995,0.054069,0.023863,-7.6518,0.13438,0.018655,1
1.4389,-0.027053,-0.070235,-0.013526,3.3644e-06,12.429,0.29865,-0.013526,1
0.76022,0.02732,0.048271,0.068535,0.066525,60.364,-0.15213,0.02732,1
0.56155,0.0519,0.08135,0.13774,0.023735,163.95,-0.2896,0.0519,1
1.0245,-0.081797,-0.20104,-0.073655,0.02449,55.107,0.016711,-0.10104,1
4.7205,0.079915,0.30218,0.089343,0.29127,-48.743,0.60629,0.079297,1
4.904,0.27897,0.61717,0.3208,0.60295,-99.864,0.46837,0.27896,1
0.87337,0.057397,0.030622,0.045579,0.0085432,59.397,-0.055552,0.027175,1
1.0199,0.018884,0.011185,0.042028,0.02474,47.096,0.0089204,0.0065953,1
2.4186,0.024116,0.0043757,0.12208,0.0029407,-90.048,0.1018,0.024116,1
0.9785,0.12072,-0.010475,0.23705,0.029734,12.034,-0.0048474,-0.043149,1
2.4605,0.099453,0.22074,0.11353,0.17591,-19.351,0.43493,0.09927,1
12.944,0.070514,0.063192,0.079257,0.053381,-233.11,0.7268,0.070513,1
1.3196,-0.12036,-0.14054,-0.086141,-0.1232,10.884,0.1018,-0.12036,1
0.39947,-0.079384,-0.058864,-0.051277,-0.0019108,308.57,-0.467,-0.079384,1
0.50898,-0.46433,-0.5728268000000001,-0.43839,-0.5391808,112.17,-0.6992,-0.4665,1
0.88057,0.016363,0.023808,0.059538,0.093536,62.401,-0.058727,0.016363,1
0.81979,0.012554,0.004235,0.011848,-0.0064178,56.149,-0.14355,0.0011703,1
1.0226,0.080358,0.03929,0.11807,0.10279,80.584,0.0069276,0.033918,1
4.305,0.010585,0.02852,0.023649,0.035741,-80.21,0.66497,0.0097942,1
3.401,0.32995,0.22959,0.16498,0.041199,-147.56,0.455,0.16498,1
0.9184,-0.13432,-0.17966,-0.070881,-0.14511,51.054,-0.035265,-0.13432,1
12.018,0.17524,0.2054,0.21941,0.13141,-120.71,0.49766,0.17524,1
0.83065,0.017605,-0.0066894,0.02636,-0.097298,147.6,-0.10473,-0.0067744,1
5.4409,0.020338,0.054648,0.032648,0.086351,-62.715,0.65954,0.020335,1
0.36837,0.022109,0.02324,0.060389,0.024781,238.06,-0.60025,0.022109,1
0.94794,0.035032,0.010253,0.099445,-0.010192,74.965,-0.007176,0.035032,1
1.0596,0.017141,0.03563,0.018597,0.078201,11.968,0.037855,0.0083687,1
0.79159,0.024919,0.0084084,0.035358,0.16428,145.79,-0.13923,0.0074121,1
1.0169,0.022202,0.012992,0.084999,0.020351,0.43466,0.0018609,0.015843,1
3.261,0.080965,0.079233,0.15264,0.08749,-116.33,0.26819,0.080965,1
1.4513,-0.3084,-0.34446,-0.25669,-0.34445,-60.252,0.23722,-0.3084,1
1.5483,0.038251,0.047752,0.091374,-0.00017678,-4.3743,0.17907,0.038251,1
5.4808,0.14416,0.17254,0.213,0.15567,-222.3,0.59299,0.14416,1
1.4433,0.046091,0.066098,0.020385,0.035023,-40.833,0.29421,0.020385,1
2.7278,0.10637,0.39665,0.11868,0.39265,-57.304,0.54116,0.10637,1
0.199897,-0.7196366,-0.5728268000000001,-0.5750552000000001,-0.5391808,256.58,-1.00064,-0.7135836,1
1.1423,0.0024845,0.002518,0.050628,0.021629,6.5672,0.049005,0.0024845,1
1.1658,0.0040018,0.0014763,0.035507,-0.044294,-2.5715,0.09393,0.00038475,1
1.6758,0.019127,0.011186,0.011362,3.7676e-05,-36.629,0.23096,0.0063899,1
2.578,-0.010474,-0.036933,-0.0038818,-0.010639,-40.994,0.4473,-0.010474,1
1.0556,0.0014806,0.001936,0.0013781,0.0049153,82.829,0.05252,0.0010382,1
2.7996,0.091606,0.099194,0.040056,0.027039,-121.75,0.60054,0.040056,1
7.7125,0.096621,0.23164,0.10021,0.20386,-79.587,0.8392,0.094977,1
0.49379,-0.7196366,-0.5728268000000001,-0.5750552000000001,-0.5391808,35.019,-0.49993,-0.7135836,1
0.79109,-0.14445,-0.5728268000000001,-0.046646,-0.38795,15.759,-0.2503,-0.14445,1
1.3575,0.13984,0.24189,0.16175,0.27655,14.048,0.11435,0.12874,1
25.972,0.19277,0.11338,0.20542,0.071881,-422.93,0.74452,0.19142,1
0.34909,-0.061017,-0.07322,-0.0061951,-0.087841,323.87,-0.65004,-0.077982,1
13.089,0.12126,0.12359,0.14421,0.12932,-204.6,0.72413,0.1201,1
4.202,0.024887,0.043065,0.053553,-0.30395,-47.443,0.49594,0.020566,1
1.1325,-0.015743,-0.050222,-7.5749e-05,-0.0058078,-1.8115,0.10551,-0.015762,1
5.3302,-0.032035,-0.025792,0.039602,-0.013906,-108.33,0.29115,-0.032068,1
4.1002,0.12588,0.23,0.1528,0.23852,-85.186,0.5561,0.12588,1
6.0466,0.20138,0.15942,0.090918,0.0038414,-174.35,0.6798,0.090918,1
1.768,-0.032162,-0.052565,0.011771,-0.017292,-5.3826,0.27275,-0.036827,1
0.85814,0.081093,0.16379,0.092964,0.15869,42.313,-0.087365,0.072935,1
1.5389,-0.014232,-0.041482,0.078576,0.045452,46.84,0.15715,-0.033352,1
1.2992,0.043517,0.065214,0.049921,0.081583,25.681,0.13982,0.036216,1
0.97145,-0.063069,-0.22145,-0.058311,-0.17897,45.093,-0.028119,-0.071443,1
1.6643,-0.12227,-0.46324,-0.11594,-0.46411,25.216,0.38388,-0.12231,1
19.624,-0.58888,-0.2699,-0.5750552000000001,-0.27458,-435.43,0.8898208000000005,-0.58888,1
2.5593,0.077782,0.09003,0.1041,0.080577,-97.359,0.283,0.077782,1
1.4223,0.015533,0.0067986,0.0066664,0.049461,-69.713,0.28275,0.0044939,1
1.0025,-0.0043571,-0.0053134,0.009561,-0.02411,17.803,0.0016925,-0.0044329,1
1.8024,0.087329,0.10839,0.083646,0.099056,11.635,0.41839,0.072634,1
2.2051,0.15837,0.66033,0.16893,0.61812,-1.584,0.39018,0.15722,1
32.46850000000019,0.44621,0.6912076000000001,0.45911,0.6873924000000006,-331.65,0.87409,0.44594,1
2.7,-0.14844,-0.05808,-0.074219,2.4997e-06,-80.232,0.62963,-0.074219,1
1.8508,0.11638,0.11647,0.053048,0.066748,-64.891,0.3863,0.053048,1
2.1552,-0.043209,-0.14396,-0.0024926,-0.11624,-27.631,0.44896,-0.055318,1
5.82,-0.24487,-0.31172,-0.2413,-0.31083,-181.68,0.82592,-0.24487,1
15.378,0.013294,0.034568,0.03996,0.025577,-101.56,0.73808,0.013294,1
1.4737,-0.051147,-0.13602,-0.0576,-0.024041,10.197,0.24128,-0.07375,1
2.6522,0.058186,0.10342,0.076748,0.093865,-19.419,0.5499,0.058153,1
0.199897,-0.01949,-0.5728268000000001,-0.012704,-0.5391808,34.245,-1.00064,-0.01949,1
4.8991,0.17277,0.077562,0.081642,0.021784,-204.03,0.48294,0.076894,1
1.1243,0.089739,0.28445,0.12558,0.30875,5.212,0.066387,0.089739,1
6.1644,0.0628,0.079808,0.14553,0.080853,-21.784,0.54615,0.0628,1
0.42453,-0.036413,-0.38453,-0.03257,-0.38453,38.094,-0.84038,-0.036413,1
2.6923,0.017439,0.078424,0.020347,0.075517,-38.596,0.53488,0.016414,1
26.634,0.014464,0.0061156,0.044295,-0.011492,-661.63,0.8898208000000005,0.012258,1
1.0351,0.028309,0.040334,0.043505,0.077616,13.475,0.012459,0.016643,1
0.43743,-0.11122,-0.5728268000000001,-0.090629,-0.50832,64.129,-0.62038,-0.12154,1
1.1262,0.0311,0.14944,0.03831,0.13935,10.45,0.073489,0.029142,1
1.47,0.067877,0.071346,0.036124,0.006801,-11.219,0.21526,0.031397,1
4.6593,0.15956,0.27241,0.17245,0.22069,-131.1,0.57414,0.15659,1
1.1974,0.068327,0.10698,0.075498,0.13833,26.935,0.15336,0.065846,1
1.2794,0.046195,0.14431,0.057239,0.15801,6.0488,0.10182,0.046195,1
2.146,-0.18816,-0.19925,-0.13494,-0.20908,-41.948,0.26235,-0.18816,1
0.75702,0.057656,0.090903,0.11476,0.11136,46.132,-0.11777,0.057656,1
2.3399,0.50267,0.22599,0.22474,0.0086604,76.807,0.37871,0.22474,1
0.99903,0.016175,0.023601,0.04806,0.076705,68.833,-0.00063543,0.016175,1
2.0225,-0.029379,-0.043893,0.075041,-0.043822,-23.532,0.19414,-0.055521,1
1.4162,0.012985,0.00098788,0.11855,0.027432,49.438,0.23496,0.00087411,1
2.2913,0.17765,0.67049,0.18863,0.45664,-41.808,0.54977,0.17765,1
2.0169,0.048915,0.058003,0.033955,0.062357,11.41,0.35338,0.032142,1
1.6365,0.024362,0.024443,0.087018,0.048543,-3.6984,0.14622,0.024362,1
1.4791,0.03173,0.036151,0.031345,0.11307,-34.695,0.27349,0.019845,1
4.1386,0.076706,0.16076,0.10184,0.16709,-20.903,0.44115,0.076706,1
0.21981,-0.11684,-0.038469,-0.05842,0.0077456,560.54,-0.9322,-0.05842,1
23.661,-0.075133,-0.031135,-0.028958,-0.044946,-316.15,0.43626,-0.075133,1
7.3071,0.357,0.062149,0.43867,0.070029,-390.61,0.10967,0.32018,1
0.51209,-0.017688,-0.080123,0.7681938000000001,0.027344,-41.716,-0.571,-0.008844,1
2.8378,0.092234,0.054585,0.048804,0.0004541,-49.221,0.34612,0.04026,1
1.2817,-0.18324,-0.16967,-0.11285,-0.091432,-9.8282,0.13264,-0.21995,1
0.33372,0.040847,0.084606,0.10657,0.10308,164.51,-0.74471,0.040847,1
9.8855,0.12587,0.17127,0.18395,0.15792,-85.662,0.39082,0.12583,1
0.99595,0.047678,0.048833,0.10662,0.12628,90.923,-0.001987,0.047678,1
0.81308,0.07425,0.089855,0.078398,0.1039,121.71,-0.1354,0.04706,1
32.46850000000019,0.20008,0.22876,0.21138,0.21955,-170.92,0.8898208000000005,0.20008,1
8.6245,0.10822,0.067761,0.055389,0.0071111,-232.7,0.60062,0.049677,1
16.984,0.12398,0.044631,0.045755,0.0011423,-395.23,0.5758,0.043265,1
2.5721,0.040926,0.021563,0.07835,0.00028212,-116.01,0.40431,0.017535,1
20.238,0.37463,-0.011168,0.3211,0.094968,-2879.1749999999997,0.17837,-0.063574,1
1.385,0.037712,0.034884,0.10089,0.065243,-23.507,0.080206,0.028659,1
0.63059,-0.16081,-0.23279,-0.13767,0.073398,136.35,-0.35083,-0.16081,1
0.87667,-0.03398,-0.077807,-0.019401,0.10522,61.816,-0.086866,-0.03398,1
2.2303,0.17136,0.40384,0.17203,0.33256,-87.619,0.55108,0.17117,1
16.944,0.20772,0.15759,0.29179,0.14542,-285.72,0.51289,0.20772,1
3.6745,0.21623,0.29059,0.24518,0.29808,-53.677,0.35562,0.21623,1
13.569,0.10055,0.14116,0.14263,0.12204,-191.93,0.71543,0.10054,1
0.88534,-0.0033236,-0.010459,0.098275,-0.071805,101.88,-0.057922,-0.0058721,1
2.4614,-0.13583,-0.16369,-0.03343,0.073859,16.178,0.21789,-0.13583,1
1.0771,-0.040364,-0.049605,-0.01091,-0.010379,127.06,0.036953,-0.040364,1
1.5755,0.036145,0.008189,0.018292,0.0096023,13.312,0.071175,0.018073,1
1.6521,0.01247,0.0080529,0.01182,0.036842,-50.358,0.3819,0.0029185,1
0.45279,-0.13805,-0.099333,-0.11052,-0.13191,252.7,-0.50642,-0.14827,1
3.4366,0.073745,0.057654,0.085522,0.13776,-31.62,0.23134,0.043818,1
2.2633,0.12888,0.56536,0.13131,0.55921,-47.063,0.52794,0.12826,1
0.84541,0.065952,0.058568,0.1378,0.076786,26.84,-0.050813,0.04161,1
3.0489,0.023139,0.031238,0.038751,0.014662,-8.4266,0.43585,0.019957,1
1.6766,0.099951,0.6912076000000001,0.14057,0.6873924000000006,-8.5734,0.18114,0.099869,1
1.0212,0.062666,0.067435,0.048997,0.058031,59.944,0.015267,0.044021,1
1.8013,0.026075,0.034046,0.061921,0.050438,16.682,0.25413,0.026075,1
1.0683,0.026023,0.056351,0.063031,-0.5391808,-6.7538,0.057206,0.026018,1
6.5398,0.35506,0.10057,0.15772,5.2237e-05,-205.02,0.81411,0.15772,1
0.5405,-0.31675,-0.43814,-0.2249,-0.43978,76.526,-0.30619,-0.32012,1
1.3018,0.29988,0.45203,0.37382,0.47597,-18.259,0.066055,0.29066,1
0.67726,-0.070773,-0.43322,-0.067471,-0.16471,30.078,-0.39314,-0.078094,1
2.0961,0.18866,0.28952,0.20609,0.32923,-103.08,0.34119,0.18866,1
0.61231,-0.089445,-0.11657,-0.022567,-0.123,61.814,-0.14063,-0.089445,1
0.97311,-0.14712,-0.5728268000000001,-0.036106,-0.5391808,5.3339,-0.0085799,-0.14712,1
1.5763,0.11681,0.21695,0.13156,0.1591,-7.9455,0.21005,0.11116,1
13.519,0.25148,0.25311,0.29609,0.24378,-270.83,0.62115,0.25146,1
3.1015,-0.046455,-0.029737,0.21798,0.0044371,-54.607,0.15422,-0.047682,1
0.23456,-0.00091065,-0.044257,0.067601,-0.0018098,85.937,-0.65107,-0.014708,1
1.4867,0.10104,0.17637,0.12265,0.18705,-17.979,0.27048,0.086356,1
3.8961,0.18325,0.13835,0.25417,0.12927,-174.38,0.31746,0.18325,1
2.501,0.13248,0.13996,0.1584,0.14605,-46.724,0.20747,0.11909,1
3.2437,-0.030015,-0.069082,-0.010001,-0.10493,27.692,0.55033,-0.030024,1
1.9,0.023932,0.027425,0.09098,-0.018924,-17.921,0.23427,0.014399,1
3.0842,0.28195,0.38579,0.29658,0.40251,-177.88,0.48788,0.28145,1
1.2757,0.51523,0.26453,0.26211,0.0026652,14.908,0.11235,0.24629,1
0.66326,0.01402,0.016492,0.011776,0.050741,69.037,-0.44147,0.0034645,1
2.1046,0.012023,0.0091823,0.079769,-0.0059261,7.4508,0.14533,0.011963,1
26.688,0.42831,0.6912076000000001,0.45497,0.6873924000000006,-281.01,0.73378,0.42784,1
0.7743,0.1742,0.6912076000000001,0.1663,0.59384,31.439,-0.29148,0.1639,1
1.1071,0.019204,0.0095536,0.0061346,0.0017105,12.266,0.047024,0.0061346,1
6.6217,-0.044644,-0.11771,-0.038343,-0.11771,-60.737,0.50707,-0.044644,1
7.7633,-0.7196366,-0.5728268000000001,-0.5750552000000001,-0.5391808,-62.815,0.44769,-0.7135836,1
1.7318,0.025792,0.048458,0.048989,0.062019,-1.3359,0.33484,0.025792,1
0.7965,0.033226,0.050511,0.038296,0.051648,34.741,-0.14108,0.033187,1
0.96872,0.012452,0.028069,0.051391,0.034565,8.5896,-0.020961,0.0093847,1
2.5893,0.071304,0.12117,0.12117,0.10645,-3.9196,0.2661,0.071304,1
3.8602,-0.069294,-0.060574,-0.007106,-0.040991,-63.03,0.251,-0.069294,1
2.2195,0.01356,0.012967,0.01363,-0.0012949,65.732,0.50863,0.0066721,1
0.99676,0.20057,0.24442,0.19745,0.31093,168.77,-0.0017953,0.17713,1
5.7025,0.12769,0.26145,0.13377,0.28827,-102.18,0.78795,0.12769,1
2.1292,0.057516,0.11465,0.073135,0.15044,-90.905,0.48658,0.057516,1
1.3334,0.054866,0.13486,0.064518,0.15653,3.1077,0.22706,0.054844,1
0.46987,-0.15602,-0.12808,-0.073365,-0.076855,165.22,-0.28228,-0.17179,1
2.1614,0.011858,0.012501,0.050055,0.026302,38.339,0.28115,0.011858,1
9.0263,0.564921300000001,0.35939,0.73982,0.0015522,2978.4999999999854,0.85366,0.38976,1
1.9315,0.086728,0.080888,0.091533,0.061839,-48.818,0.22595,0.059775,1
8.7581,-0.060532,-0.10424,-0.050942,-0.12909,-3.6154,0.65021,-0.060803,1
1.7002,0.058721,0.12714,0.058721,0.14949,-8.0229,0.25661,0.058721,1
3.7849,0.15533,0.069152,0.081188,0.0030524,-33.602,0.42808,0.072989,1
3.6677,-0.085099,-0.08415,-0.013636,-0.088672,-52.473,0.34795,-0.13312,1
5.0668,0.0061722,0.0035511,0.16856,0.025399,-360.23,0.52781,0.0061722,1
2.1495,0.089306,0.15366,0.089306,0.15102,-0.97593,0.34106,0.089306,1
1.1683,0.055956,0.10377,0.099662,0.088933,21.319,0.10771,0.048134,1
1.9411,0.041329,0.085758,0.066385,0.094507,12.271,0.23385,0.041329,1
0.43731,0.15698,0.35026,0.12112,0.50253,75.736,-0.47188,0.1154,1
0.47861,-0.23907,-0.5728268000000001,-0.27029,-0.5391808,134.04,-1.00064,-0.27029,1
1.6069,0.058403,0.1015,0.086973,0.11216,-5.7556,0.24338,0.058403,1
4.5683,-0.58883,-0.5728268000000001,-0.56941,-0.5391808,-24.858,0.48095,-0.59703,1
2.9022,0.03424,0.04345,0.063029,0.053243,-94.156,0.57,0.027506,1
0.85326,0.00043515,0.00028137,0.019463,0.0059953,487.5,-0.1394,0.00043515,1
2.5764,-0.18186,-0.22047,-0.15782,-0.21352,-5.0941,0.47219,-0.19035,1
32.46850000000019,0.1462,0.048205,0.095394,0.090242,-749.12,0.8898208000000005,0.084887,1
16.414,0.15965,0.25928,0.17012,0.25598,-145.33,0.8898208000000005,0.15946,1
2.54,0.019379,0.076006,0.020185,0.075399,-20.784,0.60219,0.019379,1
3.1487,0.18433,0.67512,0.18672,0.6873924000000006,-19.609,0.61959,0.18433,1
4.3007,-0.04371,-0.041303,-0.029406,0.03707,-82.619,0.37744,-0.029406,1
0.95572,0.20829,0.11162,0.25672,0.18258,97.812,-0.0091709,0.20829,1
2.7291,0.039195,0.053427,0.070469,0.050961,-33.298,0.36223,0.039195,1
0.94467,-0.017697,-0.019078,0.0077086,0.026828,221.73,-0.04861,-0.017697,1
1.156,0.069827,0.084504,0.077969,0.076643,-7.5352,0.073423,0.069827,1
5.4052,0.24811,0.15322,0.35113,0.16343,-65.423,0.42493,0.24811,1
3.0703,0.12182,0.10563,0.16026,0.11265,0.41592,0.27509,0.12182,1
3.2939,0.048479,0.054513,0.052244,0.049797,-13.267,0.46314,0.045039,1
1.0019,0.16118,0.22778,0.18151,0.23618,9.3109,0.0012121,0.16118,1
4.5757,0.056353,0.12422,0.10021,0.054305,-43.972,0.36988,0.056103,1
1.2998,0.015339,0.0079656,0.069478,0.030731,59.757,0.06968,0.015339,1
1.8984,0.054902,0.073972,0.069798,0.17011,44.803,0.29279,0.0377,1
2.1431,-0.41004,-0.11313,-0.22518,-0.13254,69.2,0.16072,-0.41021,1
2.7847,0.36804,0.4881,0.39307,0.48585,-248.23,0.56207,0.3677,1
4.4693,-0.020726,-0.020004,0.011516,-0.045045,-52.352,0.52722,-0.020726,1
1.7593,0.032415,0.0067882,0.07291,0.034399,53.75,0.17922,0.0070691,1
0.77914,0.091113,0.086995,0.1754,0.10156,122.29,-0.12778,0.080669,1
4.0012,0.12916,0.27276,0.19076,0.25697,-141.18,0.7242,0.12915,1
1.3767,-0.051213,-0.036436,0.11444,-0.024415,58.127,0.060308,-0.069642,1
1.5756,-0.7196366,-0.1474,-0.5750552000000001,-0.14538,-31.446,0.0064124,-0.7135836,1
32.46850000000019,0.22957,0.089033,0.29734,5.2551e-06,-2879.1749999999997,0.8898208000000005,0.11479,1
1.4815,0.084056,0.053134,0.081162,0.06539,-8.8388,0.1102,0.055904,1
1.4895,0.072446,0.38801,0.075798,0.39777,-12.895,0.28574,0.072446,1
1.2536,0.0019808,0.0022688,0.024424,-0.0018881,-13.452,0.17921,0.0019808,1
1.38,0.047956,0.060132,0.07016,0.069333,15.542,0.22383,0.047956,1
1.2813,0.079537,0.092109,0.08469,0.1049,26.984,0.20355,0.075438,1
4.3752,0.12178,0.20489,0.12715,0.20232,-34.33,0.74932,0.12178,1
2.9504,0.055647,0.095168,0.089799,0.10217,-73.592,0.56324,0.055647,1
1.5988,0.034315,0.016297,0.71009,0.0036786,-84.164,0.28113,0.011835,1
2.0515,0.044183,0.23371,0.044872,0.12275,-24.271,0.49509,0.042854,1
1.0132,0.035591,0.062588,0.040963,0.06663,38.78,0.010865,0.030376,1
7.0266,0.096713,0.24796,0.11335,0.22255,-85.693,0.76343,0.09667,1
1.2596,0.021309,0.030668,0.039077,0.23286,52.595,0.09941,0.021309,1
2.1314,-0.085132,-0.19492,0.070227,-0.14784,-34.771,0.2991,-0.097421,1
5.3402,0.11363,0.11933,0.14874,0.11423,-96.76,0.60374,0.11363,1
1.3644,-0.026542,-0.068935,-0.026542,-0.065855,-13.251,0.2671,-0.026542,1
1.1121,-0.7196366,-0.15072,-0.5750552000000001,0.03702,-2731.0,0.018052,-0.7135836,1
27.534,0.22434,0.16677,0.18309,0.02129,-282.6,0.8898208000000005,0.10058,1
32.46850000000019,0.564921300000001,0.6912076000000001,0.7681938000000001,0.074851,-2879.1749999999997,0.32903,0.46613119999999975,1
0.73834,0.020269,0.023776,0.1947,-0.028602,45.652,-0.11117,0.016171,1
2.9428,-0.11347,-0.086805,-0.056393,0.00016191,-91.686,0.47213,-0.056393,1
3.6704,0.15926,0.6912076000000001,0.1654,0.6873924000000006,-45.225,0.5814,0.15926,1
1.6556,0.033097,0.0043752,0.073486,0.0083108,39.214,0.1641,0.0043072,1
2.7643,0.1154,0.24427,0.12746,0.28725,-52.174,0.50402,0.11432,1
5.4131,0.010209,-0.0011342,0.021248,0.010193,-51.262,0.53358,-0.00080271,1
1.2972,-0.7196366,-0.23142,-0.5750552000000001,-0.28179,179.02,0.20388,-0.7135836,1
1.3183,0.049833,0.097694,0.061085,0.08392,-38.28,0.23063,0.047704,1
4.049,0.054873,0.079619,0.054873,0.081958,-42.054,0.47821,0.054873,1
1.9514,-0.01107,-0.049861,-0.010298,-0.035902,-29.932,0.48755,-0.01109,1
1.4065,0.11966,0.062358,0.12736,-0.0011361,187.98,0.26119,0.11947,1
